Country Code,Contry Name,Region,Year,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gdi,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,loss,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate),DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
DEU,Germany,Europe & Central Asia,1992,16.719,12.07922889,11.99939241,20.42755344,14.81459045,14.42595959,15.18488979,0.945,0.162,26602.64528,51319.88701,38540.84607,0.842,0.816465498,0.864324224,0.4415,11.73821662,18.18098242,11.429245,76.0187,79.1427,72.53,47.859,70.594,12.40216429,25.11,9,10.78448099,10.19370879,11.6174569,0.67,25.50607287,74.49392713,55.95551531,64.82267546,High income: OECD,10,11,2780.302019,2.12E+12,26333.5,0.435285,6.2,75.8195,230.93,6.323,538.0028,166.44118,160.90102,82.725006,574.5089,0.2617403,3.1708431,6.014791,0.74974173,0.38432565
DEU,Germany,Europe & Central Asia,1993,14.664,11.887968,11.99939241,20.77464789,15.50872993,15.01105022,15.98330975,0.942,0.152,26351.63608,50570.37901,38069.03107,0.852,0.824402207,0.87473938,0.4415,11.73821662,18.18098242,11.429245,76.0959,79.2149,72.6332,47.614,69.96,12.40216429,26.04,9,10.99482919,10.37003756,11.85239031,0.675,25.50607287,74.49392713,58.68153009,67.97604623,High income: OECD,9.8,11.1,2866.290741,2.07E+12,25488.5,0.463635,5.8,75.8707,232.46,7.675,536.4601,166.43231,160.95085,83.35836,579.01654,0.261681,3.1647382,6.0631056,0.74956155,0.3873852
DEU,Germany,Europe & Central Asia,1994,13.096,11.62662938,11.99939241,21.0955711,15.65505028,15.17432976,16.11375046,0.943,0.144,27036.12283,51240.09629,38764.17249,0.858,0.830861358,0.880978649,0.4415,11.73821662,18.18098242,11.429245,76.3931,79.5141,72.9457,47.794,69.43,12.40216429,27.11,8,11.20517738,10.54636632,12.08732371,0.677,25.50607287,74.49392713,61.40754487,71.12941699,High income: OECD,9.5,10.9,2954.938908,2.21E+12,27087.6,0.922541,5.5,76.2707,233.274,8.728,535.254,166.45583,160.96358,83.74189,582.329,0.26161164,3.1584985,6.096981,0.7494532,0.38918835
DEU,Germany,Europe & Central Asia,1995,12.398,11.57239239,11.99939241,20.74159907,15.7678299,15.32287025,16.19272041,0.944,0.14,27684.7301,51916.0525,39440.76337,0.863,0.836471113,0.885966369,0.4415,11.73821662,18.18098242,11.429245,76.5619,79.6914,73.119,47.698,68.595,12.40216429,26.36,8,11.41552557,10.72269508,12.32225712,0.684,25.50607287,74.49392713,64.13355965,74.28278775,High income: OECD,9.4,10.8,3046.328771,2.59E+12,31729.7,1.83774,5.3,76.422,233.967,8.158,534.55945,166.30547,160.99455,84.052414,583.9313,0.26154324,3.154968,6.1131544,0.7494107,0.39057308
DEU,Germany,Europe & Central Asia,1996,12.554,11.79424601,11.99939241,20.04608295,15.85593033,15.46996975,16.22471046,0.944,0.14,28002.81161,52030.12036,39671.02375,0.868,0.841209205,0.890883011,0.4415,11.73821662,18.18098242,11.429245,76.7922,79.8617,73.4229,47.857,68.17,12.40216429,24.7,8,11.61641992,10.8823441,12.5759852,0.694,25.50607287,74.49392713,66.18709727,77.28589429,High income: OECD,9.7,10.8,3140.545125,2.5E+12,30564.2,3.05481,5,76.6732,234.652,8.825,534.6099,166.51663,160.7705,84.37381,584.3703,0.26144016,3.1501465,6.114999,0.74941826,0.3921777
DEU,Germany,Europe & Central Asia,1997,12.505,11.44143452,11.99939241,19.67963387,15.93840981,15.62084007,16.24227905,0.945,0.139,28480.42544,52361.14195,40085.22474,0.874,0.847408362,0.896659349,0.4415,11.73821662,18.18098242,11.429245,77.2259,80.2703,73.8802,48.209,67.891,12.40216429,24.42,8,11.81731426,11.04199312,12.82971327,0.702,25.50607287,74.49392713,68.2406349,80.28900084,High income: OECD,9.9,10.5,3237.675387,2.22E+12,27045.7,6.71109,4.8,77.0732,235.023,9.863,536.3952,166.34758,160.88739,84.464355,583.79834,0.2612771,3.1498163,6.109635,0.7494491,0.39218703
DEU,Germany,Europe & Central Asia,1998,11.968,11.34307592,11.99939241,20.93287827,15.9880929,15.68165445,16.28148532,0.944,0.136,29210.80225,53340.02013,40941.19258,0.879,0.852449563,0.903090656,0.4415,11.73821662,18.18098242,11.429245,77.5768,80.5378,74.315,48.432,67.65,12.40216429,27.34,8,12.0182086,11.20164213,13.08344135,0.695,25.50607287,74.49392713,70.29417252,83.29210739,High income: OECD,9.6,10.4,3337.809677,2.24E+12,27340.7,9.87785,4.7,77.4756,235.079,9.788,538.61194,166.1926,161.03725,84.40591,583.2233,0.2610822,3.149625,6.0995073,0.7494874,0.39156723
DEU,Germany,Europe & Central Asia,1999,12.249,11.00718889,11.99939241,20.81447964,16.03777599,15.74246883,16.32069159,0.944,0.127,30008.13683,54067.69913,41707.45913,0.884,0.857272404,0.908359102,0.4415,11.73821662,18.18098242,11.429245,77.8056,80.745,74.5773,48.996,67.416,12.40216429,27.44,7,12.21910294,11.36129115,13.33716943,0.7,29.8102981,70.1897019,72.34771015,86.29521393,High income: OECD,9.4,10.3,3441.040904,2.2E+12,26796,20.846,4.5,77.7268,235.258,8.855,541.2515,166.08734,161.04861,84.35498,582.2198,0.26088598,3.1518269,6.0871043,0.74952275,0.39153993
DEU,Germany,Europe & Central Asia,2000,13.698,11.05457432,11.99939241,20.02249719,16.08745909,15.80328321,16.35989785,0.943,0.133,30629.06702,54822.699,42394.86412,0.889,0.861982486,0.913737017,0.4415,11.73821662,18.18098242,11.429245,78.0637,80.9959,74.8595,48.873,66.678,12.40216429,25.71,7,12.41999728,11.52094016,13.59089751,0.711,30.35230352,69.64769648,74.40124777,89.29832048,High income: OECD,9.3,10.2,3547.464849,1.95E+12,23718.7,30.2163,4.4,77.9268,235.597,7.917,544.61237,165.97643,161.07202,84.54758,581.3077,0.2607296,3.1580033,6.0752563,0.7495678,0.3918454
DEU,Germany,Europe & Central Asia,2001,13.649,11.25358846,11.99939241,18.97321429,16.13714218,15.8640976,16.39910412,0.947,0.129,31317.02602,55285.40563,42973.74653,0.896,0.870216433,0.918790058,0.4415,11.73821662,18.18098242,11.429245,78.4095,81.2743,75.2805,49.313,66.23,12.40216429,23.2,7,12.76506286,11.96652771,13.77414556,0.726,30.47619048,69.52380952,80.19177254,91.46299627,High income: OECD,8.9,10.1,3657.180257,1.95E+12,23687.3,31.6509,4.3,78.3293,236.027,7.773,553.7287,165.47528,161.03496,84.919014,580.654,0.2604061,3.1938353,6.06614,0.7497514,0.3935821
DEU,Germany,Europe & Central Asia,2002,12.894,11.03783717,11.99939241,17.9800222,16.18682528,15.92491198,16.43831038,0.95,0.121,31389.80622,55009.10302,42877.62022,0.901,0.876045465,0.921811482,0.4415,11.73821662,18.18098242,11.429245,78.4827,81.2809,75.4428,49.376,65.711,12.40216429,21.38,7,13.11012844,12.41211526,13.95739362,0.739,31.39880952,68.60119048,85.98229732,93.62767205,High income: OECD,8.7,10.2,3770.288925,2.08E+12,25205.2,48.82,4.2,78.2293,236.452,8.482,571.07367,165.29266,161.03265,85.62229,580.0301,0.25980777,3.2658777,6.0599575,0.7501332,0.3963269
DEU,Germany,Europe & Central Asia,2003,11.995,11.04158238,11.99939241,18.34254144,16.23650837,15.98572636,16.47751665,0.955,0.114,31534.33992,54662.11346,42784.99946,0.905,0.882317716,0.924275061,0.4415,11.73821662,18.18098242,11.429245,78.5443,81.3671,75.5143,49.757,65.392,12.40216429,22.17,6,13.45519401,12.85770282,14.14064168,0.739,31.39880952,68.60119048,91.77282209,95.79234784,High income: OECD,8.6,10.3,3886.895799,2.51E+12,30360,55.9,4.1,78.3805,236.616,9.779,590.7963,164.75159,161.21909,86.10741,579.51373,0.2591246,3.3483357,6.0558968,0.7505901,0.3993696
DEU,Germany,Europe & Central Asia,2004,11.329,10.86500196,11.99939241,18.27133479,16.28619146,16.04654074,16.51672292,0.958,0.107,32468.56512,56165.08616,43999.04832,0.914,0.8919638,0.931347894,0.4415,11.73821662,18.18098242,11.429245,79.1263,81.8862,76.1477,49.453,64.77,12.40216429,22.24,6,13.80025959,13.30329037,14.32388973,0.747,32.81938326,67.18061674,97.56334686,97.95702362,High income: OECD,8.6,9.9,4007.109071,2.82E+12,34165.9,64.73,4,78.6805,236.592,10.727,606.41925,164.46152,161.08037,86.55629,579.8761,0.25854585,3.41829,6.052996,0.75097585,0.40170497
DEU,Germany,Europe & Central Asia,2005,10.954,10.62093245,11.99939241,16.95842451,16.33587456,16.10735512,16.55592918,0.958,0.108,32827.0886,56176.26723,44193.77053,0.914,0.892346204,0.931934556,0.4415,11.73821662,18.18098242,11.429245,79.2618,81.9663,76.3597,51.123,66.179,12.40216429,19.85,6,13.70372963,13.20040035,14.24209023,0.759,30.45387994,69.54612006,96.50746918,97.32512665,High income: OECD,8.3,10.1,4131.040279,2.86E+12,34696.6,68.71,3.9,78.9317,236.465,11.167,613.4011,164.23795,161.19904,86.99219,579.47815,0.25826865,3.4491034,6.05086,0.7511564,0.40381622
DEU,Germany,Europe & Central Asia,2006,10.721,10.7806113,11.99939241,17.55725191,16.38555765,16.1681695,16.59513545,0.958,0.105,34497.76018,58201.60496,46045.61338,0.917,0.895656608,0.935036634,0.4415,11.73821662,18.18098242,11.429245,79.5906,82.2398,76.7532,52.001,66.347,12.40216429,20.85,6,13.60348034,13.09622955,14.14577007,0.756,30.60029283,69.39970717,96.60812378,97.28188324,High income: OECD,8.2,10,4258.804412,3E+12,36447.9,72.16,3.8,79.1317,236.225,10.25,613.40436,164.31105,161.21849,87.33629,580.61566,0.25824082,3.4561625,6.06325,0.7511804,0.40503523
DEU,Germany,Europe & Central Asia,2007,10.674,10.47794091,11.99939241,17.58957655,16.43524075,16.22898388,16.63434172,0.959,0.105,35731.36377,59709.62605,47424.29974,0.921,0.899832862,0.938201181,0.4415,11.73821662,18.18098242,11.429245,79.7412,82.3986,76.9152,52.428,66.273,12.40216429,21.43,6,13.68010998,13.18692017,14.20825958,0.759,30.64516129,69.35483871,96.75849152,97.43546295,High income: OECD,8.3,10.1,4390.520012,3.44E+12,41814.8,75.16,3.7,79.5341,235.943,8.658,613.26215,164.27547,161.09299,87.4914,583.3551,0.25826615,3.4692407,6.0962496,0.75120103,0.40610555
DEU,Germany,Europe & Central Asia,2008,10.564,10.54609473,11.99939241,17.65980498,16.48492384,16.28979826,16.67354798,0.958,0.103,35755.80948,59633.78661,47413.82063,0.923,0.90123303,0.94040264,0.4415,11.73821662,18.18098242,11.429245,79.8261,82.3916,77.1124,52.537,66.332,12.40216429,21.56,6,13.75629044,13.26113987,14.2857399,0.76,31.13069016,68.86930984,96.38516235,97.11882019,High income: OECD,8.3,10.3,4526.309291,3.75E+12,45699.2,78,3.6,79.7366,235.522,7.524,613.50586,164.51112,161.17055,87.69843,586.86816,0.25832802,3.488274,6.13726,0.7512228,0.4074173
DEU,Germany,Europe & Central Asia,2009,9.948,9.768789629,11.99939241,16.35969664,16.53460693,16.35061264,16.71275425,0.963,0.098,36508.35804,56005.31985,46040.43366,0.923,0.904298004,0.938925086,0.4415,11.73821662,18.18098242,11.429245,79.9248,82.4838,77.2376,52.935,66.209,12.40216429,19.85,6,13.82800961,13.34796047,14.33932018,0.772,31.69319826,68.30680174,96.3602829,97.07700348,High income: OECD,8.1,10.4,4666.298238,3.42E+12,41732.7,79,3.5,79.8366,234.94,7.742,612.89014,164.26866,161.27284,87.85605,589.4318,0.2584109,3.5011506,6.1738863,0.7512634,0.40787047
DEU,Germany,Europe & Central Asia,2010,9.687,10.30533212,0,17.06263499,16.58429003,16.41142702,16.75196052,0.962,0.096,36982.60599,58575.29178,47554.22563,0.926,0.906604388,0.942696015,0,0,14.54559,3.719280958,80.0864,82.6215,77.4407,53.041,66.046,0,20.63,6,13.85177994,13.38274956,14.35093021,0.768,31.69319826,68.30680174,96.12998199,96.94281769,High income: OECD,8.3,10.5,4810.61674,3.42E+12,41785.6,82,3.5,79.9878,234.607,6.966,612.06036,164.33363,161.49025,88.29403,591.6595,0.25850472,3.5041263,6.194222,0.7513417,0.40967724
DEU,Germany,Europe & Central Asia,2011,8.996,10.00816987,6.99440755,17.29323308,16.63397312,16.4722414,16.79116678,0.964,0.09,39852.66643,60769.87191,50108.04686,0.931,0.913351067,0.94705964,0.865,2.40336,14.81088,3.768982649,80.36,82.8333,77.7756,53.991,66.516,7.08915145,21.6,6,13.93054962,13.49940014,14.38992023,0.77,32.36574746,67.63425254,96.36663818,97.08213806,High income: OECD,8.3,10.6,4959.398701,3.76E+12,46810.3,81.27,3.4,80.4366,230.305,5.824,611.7669,164.52219,161.06729,88.81246,592.3134,0.2586014,3.5028772,6.2050614,0.7512708,0.41205332
DEU,Germany,Europe & Central Asia,2012,8.546,10.05259086,6.682168051,16.82743837,16.68365622,16.53305578,16.83037305,0.965,0.087,39868.06442,60756.35303,50123.5299,0.933,0.915217587,0.948776003,0.869,2.44114,14.0549,3.550464153,80.5058,82.9472,77.9738,54.024,66.433,6.859592712,20.36,5,13.97772026,13.56260014,14.41930008,0.776,32.36574746,67.63425254,96.38565826,97.09645081,High income: OECD,8.4,10.8,5112.782166,3.54E+12,44065.2,82.35,3.4,80.539,230.751,5.379,611.5962,164.6173,161.07637,89.26428,593.5136,0.2586948,3.5033655,6.217795,0.7508645,0.41420493
DEU,Germany,Europe & Central Asia,2013,8.075,10.24281224,6.960703958,16.91648822,16.73333931,16.59387016,16.86957932,0.966,0.078,40639.61433,60319.18154,50314.54101,0.934,0.916981916,0.948911399,0.867,2.58042,14.75045,3.551241875,80.4633,82.8637,77.9898,54.583,66.411,7.173447537,20.36,5,14.00984955,13.62051964,14.42337036,0.776,35.57142857,64.42857143,96.36168671,96.99919891,High income: OECD,8.5,11.1,5270.90945,3.75E+12,46530.9,84.17,3.3,80.4902,231.156,5.231,610.941,164.34393,161.12732,89.77922,595.05145,0.2588036,3.4999578,6.2289786,0.750218,0.41666567
DEU,Germany,Europe & Central Asia,2014,8.114,9.730928443,7.851578179,16.75560299,16.73534012,16.6177597,16.84976959,0.965,0.078,40590.49675,62285.74497,51268.8727,0.937,0.919597186,0.953121317,0.861,2.60524,17.46195,3.487544537,80.9151,83.325,78.4309,54.774,66.324,8.110992529,20.7,5,14.03711987,13.63171005,14.46883011,0.78,35.57142857,64.42857143,96.52570343,97.09033966,High income: OECD,8.8,10.7,5433.927268,3.9E+12,48142.8,86.19,3.3,81.0902,232.108,4.981,610.70966,164.62576,160.64632,90.1081,595.73926,0.25894794,3.5008144,6.2353673,0.7494602,0.41812757
DEU,Germany,Europe & Central Asia,2015,8.318,9.727783167,7.864552521,16.41791045,16.78933907,16.72620964,16.85104942,0.969,0.078,42546.46026,62141.8898,52200.62642,0.938,0.921978518,0.951680742,0.861,2.60524,17.46195,3.526467562,80.5742,82.9765,78.1313,54.719,65.88,8.208955224,20.06,5,14.08201981,13.69839954,14.48917961,0.784,36.85714286,63.14285714,96.43984222,97.00937653,High income: OECD,9,11.3,5601.986874,3.38E+12,41394.7,87.5898,3.2,80.6415,234.154,4.624,611.2586,164.5746,160.64815,90.64613,595.41907,0.2591541,3.501964,6.2348394,0.74880296,0.420048
DEU,Germany,Europe & Central Asia,2016,9.511,9.741451444,7.369450485,16.5781084,16.87524033,16.82025909,16.92844009,0.97,0.085,43822.67523,63147.35142,53349.82314,0.941,0.926591938,0.954816011,0.87,2.7227,15.73535,3.650301456,80.8471,83.2671,78.3859,55.669,66.595,7.545164718,20.5,5,14.1321497,13.76716042,14.51568985,0.785,36.85714286,63.14285714,96.21295929,96.82961273,High income: OECD,9.6,11.1,5775.2442,3.5E+12,42443.5,84.1652,3.2,80.9902,235.713,4.122,608.0844,165.40546,160.41733,91.107185,593.9861,0.26047474,3.4886234,6.2234306,0.74828607,0.4225094
DEU,Germany,Europe & Central Asia,2017,8.618,9.507597709,7.300031658,16.84322034,16.97719002,16.91136932,17.03992081,0.971,0.087,44749.23096,64186.8223,54335.96281,0.944,0.928812288,0.956720091,0.873,2.7227,15.73535,3.442044973,80.9442,83.2892,78.5623,55.927,66.724,7.521186441,21.29,7,14.10476494,13.78538036,14.43867016,0.785,31.49100257,68.50899743,96.16706467,96.6905098,High income: OECD,9.5,11.3,5953.86,3.69E+12,44681.1,84.3955,3.2,80.9902,236.595,3.746,601.8883,166.53728,160.27348,91.40141,592.54083,0.2618145,3.461354,6.2104564,0.7477406,0.42384422
DEU,Germany,Europe & Central Asia,2018,8.004,9.072082766,7.316227988,15.97883598,16.93209076,16.90873909,16.95450974,0.974,0.083,45261.49911,64964.17348,54981.27749,0.945,0.93112858,0.956465319,0.874,2.7227,15.73535,3.490633965,81.1717,83.596,78.7169,55.968,66.812,7.513227513,20.23,7,14.07738018,13.80360031,14.36165047,0.794,31.49100257,68.50899743,96.12117004,96.55140686,High income: OECD,21.9485,8.082,6138,4E+12,48195.6,89.7391,3.1,70.428,237.371,3.425,594.1424,166.53288,160.1912,91.6507,592.3774,0.2623118,3.4255924,6.2064977,0.74727356,0.42474633
DJI,Djibouti,Middle East & North Africa,1990,46.119,0.465448731,11.99939241,0,2.601186608,2.458295746,4.115565234,0,0,588.9925629,3266.671555,1918.598699,0,0,0,0.4415,11.73821662,18.18098242,11.429245,55.4983,57.5179,53.5243,14.223,58.089,12.40216429,12.02,603,0,0,0,0,0,0,0,0,Lower middle income,39.777,10.72,192.6402327,452328000,766.141,0,91.9,56.678,25.4701,6.582,764.32806,142.2483,131.52171,23.224916,307.77414,0.22100975,4.437884,3.215538,0.6072127,0.10860044
DJI,Djibouti,Middle East & North Africa,1991,45.078,0.470944757,11.99939241,0,2.692800045,2.386334582,3.6579119,0,0,557.6642623,3095.559613,1817.869917,0,0,0,0.4415,11.73821662,18.18098242,11.429245,55.1564,57.714,52.7031,14.215,58.14,12.40216429,9.61,613,0,0,0,0,0,0,0,0,Lower middle income,39.42,10.784,198.5981781,462422000,762.011,8.26723,90.4,56.831,26.1796,12.232,763.882,142.10994,131.39891,22.952353,308.48444,0.22040248,4.436908,3.220492,0.60726464,0.10734301
DJI,Djibouti,Middle East & North Africa,1992,44.18,0.488493693,11.99939241,0,2.787640095,2.316479921,3.251149893,0,0,579.8459006,3192.287253,1876.633523,0,0,0,0.4415,11.73821662,18.18098242,11.429245,54.4515,57.8956,51.2439,14.28,57.896,12.40216429,10.57,631,0,0,0,0,0,0,0,0,Lower middle income,38.873,10.83,204.7403898,478058000,777.262,8.26723,89.1,56.943,26.5338,12.459,763.1055,141.32254,131.4542,22.707638,308.47516,0.21986185,4.4346633,3.2236044,0.6072934,0.10620821
DJI,Djibouti,Middle East & North Africa,1993,43.857,0.485775956,11.99939241,0,2.571929932,2.248670101,2.889620066,0,0,616.4157394,3342.178986,1969.164335,0,0,0,0.4415,11.73821662,18.18098242,11.429245,55.7737,57.715,53.8676,14.398,57.454,12.40216429,8.4,587,0,0,0,0,0,0,0,0,Lower middle income,38.131,10.829,211.0725668,466048000,753.52,8.26723,88,57.017,26.6823,12.831,762.1096,141.05838,131.39676,22.474415,308.45273,0.21942851,4.429724,3.2239,0.6072884,0.105091535
DJI,Djibouti,Middle East & North Africa,1994,42.22,0.470976885,11.99939241,0,2.739470005,2.373919964,3.098459959,0,0,596.272315,3182.261837,1879.908857,0,0,0,0.4415,11.73821662,18.18098242,11.429245,55.5053,57.3917,53.6513,14.514,57.025,12.40216429,14.29,599,0,0,0,0,0,0,0,0,Lower middle income,37.21,10.773,217.6005843,491689000,790.032,8.26723,87,57.056,26.8493,13.21,761.6976,140.63704,131.29507,22.222675,308.48355,0.21909444,4.428291,3.2241497,0.6072892,0.10392179
DJI,Djibouti,Middle East & North Africa,1995,40.737,0.494044937,11.99939241,5.982905983,2.829485059,2.431280017,3.220199943,0,0,630.0167633,3325.501851,1968.301198,0.351,0,0,0.4415,11.73821662,18.18098242,11.429245,56.3016,58.0843,54.5421,14.594,56.739,12.40216429,12.26,569,2.824621,0,0,0.33,0,0,0,0,Lower middle income,36.164,10.67,224.3304993,497724000,789.552,0.0160308,86.1,57.065,27.1953,13.515,761.84094,140.40683,131.38597,22.045189,308.60303,0.21887656,4.429717,3.2247736,0.6073035,0.10306109
DJI,Djibouti,Middle East & North Africa,1996,39.721,0.455399951,11.99939241,6.285714286,2.919500113,2.48864007,3.341939926,0,0,591.432934,3072.457806,1823.532233,0.35,0,0,0.4415,11.73821662,18.18098242,11.429245,56.1862,57.936,54.4591,14.712,56.324,12.40216429,12.85,553,2.824621,0,0,0.328,0,0,0,0,Lower middle income,35.071,10.544,231.268556,494005000,767.5,0.0311662,85.1,57.05,27.7676,13.513,762.20087,140.44943,131.37665,21.753502,308.32028,0.21873449,4.432314,3.2238548,0.6073023,0.10172634
DJI,Djibouti,Middle East & North Africa,1997,37.513,0.498983904,11.99939241,5.949008499,2.99657011,2.532130003,3.451910019,0,0,607.4642722,3123.335566,1857.228252,0.353,0,0,0.4415,11.73821662,18.18098242,11.429245,55.9665,57.6891,54.2669,14.788,56.054,12.40216429,12.14,544,2.9264589,0,0,0.332,0,0,0,0,Lower middle income,34.012,10.423,238.4211917,502676000,760.635,0.0829415,84.1,57.022,28.5101,13.544,763.43274,140.32472,131.30098,21.482105,308.0006,0.21859102,4.4369507,3.2219424,0.60729176,0.10016413
DJI,Djibouti,Middle East & North Africa,1998,35.705,0.565379749,11.99939241,8.732394366,3.009010077,2.527529955,3.480345011,0,0,592.8404775,3023.15697,1800.507591,0.355,0,0,0.4415,11.73821662,18.18098242,11.429245,56.1757,57.6807,54.6808,14.846,55.853,12.40216429,17.6,535,3.0282968,0,0,0.324,0,100,0,0,Lower middle income,33.048,10.33,245.795043,514268000,755.762,0.094696,82.9,56.998,29.3556,13.432,765.2118,140.22842,131.2863,21.41119,307.91452,0.21845564,4.4457135,3.2204447,0.60728884,0.09980412
DJI,Djibouti,Middle East & North Africa,1999,34.844,0.549619629,11.99939241,7.222222222,3.021450043,2.522929907,3.508780003,0,0,615.5860312,3100.37159,1850.682006,0.36,0,0,0.4415,11.73821662,18.18098242,11.429245,56.4268,58.1198,54.7587,14.935,55.577,12.40216429,14.38,526,3.1301347,0,0,0.334,0,100,0,0,Lower middle income,32.206,10.266,253.3969515,536080000,765.856,0.105762,81.6,56.992,30.1974,13.813,766.24744,140.3794,131.18564,21.186737,307.84763,0.21835706,4.4497995,3.2193475,0.6072899,0.098761424
DJI,Djibouti,Middle East & North Africa,2000,33.891,0.510602243,11.99939241,6.925207756,2.971889973,2.467020035,3.465579987,0,0,619.9464965,3062.433557,1834.339348,0.361,0,0,0.4415,11.73821662,18.18098242,11.429245,56.5734,58.0467,55.1111,15.075,55.152,12.40216429,14.2,507,3.2319726,0,0,0.336,0,100,0,0,Lower middle income,31.48,10.227,261.2339707,551231000,768.176,0.194501,80.1,57.022,30.957,13.636,767.0765,140.09534,131.19333,21.049946,307.7921,0.21832211,4.454809,3.218948,0.60730237,0.09811794
DJI,Djibouti,Middle East & North Africa,2001,32.88,0.499853345,11.99939241,7.008086253,3.385519981,2.795730114,3.963419914,0,0,623.9321782,3033.136952,1822.11807,0.371,0,0,0.4415,11.73821662,18.18098242,11.429245,56.9027,58.4435,55.3785,15.182,54.918,12.40216429,14.23,490,3.3338105,0,0,0.345,0,100,0,0,Lower middle income,30.836,10.198,269.3133718,572417000,780.908,0.343526,78.5,57.1,31.6227,13.613,767.3025,140.3031,131.26154,21.097704,307.6309,0.21845572,4.4556046,3.2189846,0.60730714,0.09832054
DJI,Djibouti,Middle East & North Africa,2002,31,0.534686763,11.99939241,6.084656085,3.548860073,2.954339981,4.133059978,0,0,648.4784782,3083.229766,1859.707299,0.378,0,0,0.4415,11.73821662,18.18098242,11.429245,57.2147,58.683,55.7593,15.335,54.556,12.40216429,12.25,470,3.4356484,0,0,0.355,0,100,0,0,Lower middle income,30.217,10.158,277.6426514,591122000,791.389,0.486972,76.8,57.235,32.2236,13.608,767.53485,140.59338,131.2988,20.972286,307.8925,0.21875872,4.455916,3.2198284,0.6073121,0.097750224
DJI,Djibouti,Middle East & North Africa,2003,29.184,0.554683067,11.99939241,6.18556701,3.808030128,3.217110038,4.390439987,0,0,709.9593826,3296.481523,1996.972342,0.388,0,0,0.4415,11.73821662,18.18098242,11.429245,57.5946,59.2085,56.0046,15.511,54.065,12.40216429,12.3,449,3.5374863,0,0,0.364,10.76923077,89.23076923,0,0,Lower middle income,29.58,10.094,286.2295375,622045000,818.867,0.62594,75,57.427,32.7714,13.294,767.39557,140.79396,131.27101,20.988348,307.68805,0.21910691,4.45604,3.221596,0.60732466,0.097792804
DJI,Djibouti,Middle East & North Africa,2004,27.691,0.527084524,11.99939241,5.555555556,4.067200184,3.479880095,4.647819996,0,0,744.4044477,3390.535359,2061.305418,0.396,0,0,0.4415,11.73821662,18.18098242,11.429245,57.7594,59.2595,56.2751,15.672,53.475,12.40216429,11.07,426,3.6393242,0,0,0.374,10.76923077,89.23076923,0,0,Lower middle income,28.917,10.001,295.0819974,666072000,863.232,0.781317,73.2,57.682,33.2874,13.002,767.5496,140.9419,131.32298,20.906254,308.26663,0.21938264,4.4564505,3.2237382,0.6073436,0.09739573
DJI,Djibouti,Middle East & North Africa,2005,26.016,0.528602471,11.99939241,4.691358025,4.357200146,3.736259937,4.969500065,0,0,765.2547451,3442.10249,2097.574162,0.405,0,0,0.4415,11.73821662,18.18098242,11.429245,58.316,60.1835,56.4922,15.807,52.798,12.40216429,9.39,393,3.7411621,0,0,0.386,10.76923077,89.23076923,0,0,Lower middle income,28.234,9.881,304.2082448,708633000,904.73,0.953611,71.4,57.991,33.7901,12.697,767.8935,140.97806,131.3928,20.957973,308.41644,0.21948141,4.457932,3.2254953,0.60736436,0.09758531
DJI,Djibouti,Middle East & North Africa,2006,25.421,0.516472577,11.99939241,4.807692308,4.50620985,3.887439966,5.110730171,0,0,863.0501946,3808.592875,2329.191906,0.416,0,0,0.4415,11.73821662,18.18098242,11.429245,58.7153,60.4186,57.0406,16.025,51.716,12.40216429,9.57,361,3.843,0,0,0.396,10.76923077,89.23076923,0,0,Lower middle income,27.553,9.744,313.6167472,768874000,967.669,1.27004,69.6,58.34,34.278,11.784,767.3391,140.82831,131.37715,21.045979,308.5481,0.21934147,4.4554844,3.2258382,0.60737544,0.098040365
