Country Code,Contry Name,Region,Year,abr,co2_prod,coef_ineq,diff_hdi_phdi,eys,eys_f,eys_m,gdi,gii,gni_pc_f,gni_pc_m,gnipc,hdi,hdi_f,hdi_m,ihdi,ineq_edu,ineq_inc,ineq_le,le,le_f,le_m,lfpr_f,lfpr_m,loss,mf,mmr,mys,mys_f,mys_m,phdi,pr_f,pr_m,se_f,se_m,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
BEL,Belgium,Europe & Central Asia,1999,10.986,12.15980053,11.99939241,24.14965986,17.73599052,18.19129944,17.29751968,0.975,0.129,31006.53744,57674.99843,44046.86365,0.882,0.867565972,0.890221033,0.4415,11.73821662,18.18098242,11.429245,77.6457,80.8672,74.3652,43.156,61.211,12.40216429,32.89,8,10.45710778,10.17489329,10.77749271,0.669,24.88687783,75.11312217,69.57974956,75.43105287,High income: OECD,11.2,10.3,4007.259756,2.6E+11,25444.1,13.7722,5,77.6195,73.5239,8.649
BEL,Belgium,Europe & Central Asia,2000,11.915,12.32443039,11.99939241,24.80270575,17.92453957,18.4972496,17.37360954,0.974,0.134,31928.41169,59036.53148,45184.55302,0.887,0.870344183,0.893866909,0.4415,11.73821662,18.18098242,11.429245,77.7665,80.896,74.5666,43.631,61.484,12.40216429,33.94,8,10.54394023,10.27590014,10.84194145,0.667,24.88687783,75.11312217,70.90493306,76.39557982,High income: OECD,11.4,10.2,4131.195625,2.38E+11,23207.4,29.4317,4.8,77.722,338.549,6.586
BEL,Belgium,Europe & Central Asia,2001,12.133,12.21680084,11.99939241,24.26966292,18.38311005,19.04435921,17.7469101,0.968,0.137,31420.01155,59638.49071,45220.35759,0.89,0.871963709,0.90092469,0.4415,11.73821662,18.18098242,11.429245,78.0807,81.1569,74.9187,41.849,60.479,12.40216429,33.03,8,10.64110988,10.37484561,10.93549608,0.674,24.88687783,75.11312217,71.55419681,77.07288345,High income: OECD,11.2,10.1,4258.964562,2.38E+11,23121.6,31.2884,4.6,77.9732,339.715,6.177
BEL,Belgium,Europe & Central Asia,2002,11.282,12.23983672,11.99939241,24.21524664,18.42923927,19.14081955,17.7446003,0.968,0.131,32232.23353,60079.83776,45852.84486,0.892,0.874492285,0.90318662,0.4415,11.73821662,18.18098242,11.429245,78.1667,81.1784,75.0805,42.555,60.338,12.40216429,32.89,7,10.73827952,10.47379109,11.0290507,0.676,24.88687783,75.11312217,72.20346057,77.75018708,High income: OECD,10.9,10.2,4390.685115,2.59E+11,25052.3,46.33,4.4,78.0756,341.241,6.91
BEL,Belgium,Europe & Central Asia,2003,10.957,12.30923372,11.99939241,24.13407821,18.61226082,19.24774933,18.00020981,0.965,0.109,32561.83102,60123.76845,46045.2601,0.895,0.876230958,0.90823919,0.4415,11.73821662,18.18098242,11.429245,78.3198,81.1973,75.3589,42.933,60.257,12.40216429,32.68,7,10.83544917,10.57273657,11.12260533,0.679,34.38914027,65.61085973,72.85272432,78.4274907,High income: OECD,11,10.3,4526.4795,3.19E+11,30743.9,49.97,4.3,78.1293,342.673,7.68
BEL,Belgium,Europe & Central Asia,2004,10.907,12.28810709,11.99939241,25.66666667,18.3640995,19.03842926,17.71479034,0.97,0.105,33833.26284,60697.64621,46978.0485,0.9,0.882534692,0.91020151,0.4415,11.73821662,18.18098242,11.429245,78.9599,81.8492,75.971,44.231,60.274,12.40216429,35.99,7,10.93261881,10.67168205,11.21615995,0.669,35.74660633,64.25339367,73.50198807,79.10479433,High income: OECD,11.3,9.7,4666.473711,3.71E+11,35589.7,53.86,4.1,78.878,344.159,7.363
BEL,Belgium,Europe & Central Asia,2005,10.783,11.91259676,11.99939241,25.72062084,18.71475983,19.53808022,17.92184067,0.967,0.103,34526.70124,61098.31623,47530.82806,0.902,0.88473821,0.914537788,0.4415,11.73821662,18.18098242,11.429245,79.0526,81.8585,76.1491,45.672,61.356,12.40216429,36.66,7,11.02978846,10.77062752,11.30971457,0.67,35.74660633,64.25339367,74.15125183,79.78209796,High income: OECD,11.4,9.9,4810.797641,3.87E+11,36967.3,55.82,4,78.9805,346.057,8.44
BEL,Belgium,Europe & Central Asia,2006,10.689,11.66573677,11.99939241,24.19889503,18.94267082,19.80891991,18.10827065,0.967,0.102,35300.58971,61775.98199,48260.64006,0.905,0.887533323,0.918068304,0.4415,11.73821662,18.18098242,11.429245,79.3884,82.1535,76.5172,45.796,60.829,12.40216429,33.81,7,11.05253029,10.7891798,11.33882046,0.686,35.74660633,64.25339367,73.99893188,79.79180145,High income: OECD,11.6,9.6,4959.585196,4.1E+11,38852.4,59.72,3.9,79.3805,348.347,8.246
BEL,Belgium,Europe & Central Asia,2007,10.708,11.26232195,11.99939241,24.44933921,18.96904945,19.88884926,18.08198929,0.966,0.101,36620.46369,63354.08063,49710.56168,0.908,0.890157473,0.92139392,0.4415,11.73821662,18.18098242,11.429245,79.5262,82.2007,76.7408,46.507,61.06,12.40216429,34.93,7,11.11720991,10.83637476,11.421875,0.686,36.19909502,63.80090498,74.57287216,80.76420212,High income: OECD,11.7,9.5,5112.974429,4.72E+11,44403.8,64.44,3.8,79.7829,350.915,7.458
BEL,Belgium,Europe & Central Asia,2008,10.672,11.14981893,11.99939241,24.55947137,18.99139023,19.96738052,18.04924011,0.967,0.1,36381.8581,62181.08861,49018.84914,0.908,0.890857677,0.921621848,0.4415,11.73821662,18.18098242,11.429245,79.5769,82.2988,76.7707,46.895,60.831,12.40216429,35.37,7,11.18188953,10.88356972,11.50492954,0.685,36.19909502,63.80090498,75.14681244,81.73660278,High income: OECD,11.9,9.8,5271.107659,5.19E+11,48424.6,66,3.8,79.6805,353.698,6.976
BEL,Belgium,Europe & Central Asia,2009,10.675,9.918268425,11.99939241,21.0989011,19.01243019,19.99790001,18.06010056,0.968,0.096,36990.59727,60150.62294,48339.3418,0.91,0.894179679,0.923294407,0.4415,11.73821662,18.18098242,11.429245,79.847,82.4306,77.1613,46.933,60.358,12.40216429,29.81,6,11.3167696,11.04335976,11.61236954,0.718,38.91402715,61.08597285,76.40841675,82.67204285,High income: OECD,11.8,9.6,5434.131607,4.85E+11,44880.6,70,3.7,80.0341,356.555,7.908
BEL,Belgium,Europe & Central Asia,2010,10.265,10.47138066,7.84551195,21.49122807,19.07272911,20.03264999,18.14378929,0.971,0.092,37884.53436,59564.98847,48513.05855,0.912,0.897820563,0.924554976,0.84,7.627,11.92822,3.981315851,80.033,82.6218,77.3519,47.701,60.779,7.894736842,29.78,6,11.41578007,11.1732502,11.67720985,0.716,38.91402715,61.08597285,77.08583832,82.38204956,High income: OECD,11.9,9.7,5602.197533,4.84E+11,44380.2,75,3.6,80.1829,359.828,8.292
BEL,Belgium,Europe & Central Asia,2011,9.937,9.535781892,8.440361383,21.5536105,19.12809944,20.08857918,18.19688034,0.969,0.09,36424.73601,58999.83067,47497.60421,0.914,0.89779237,0.926681333,0.836,9.1745,12.29837,3.848214149,80.3649,82.865,77.7629,47.025,59.704,8.533916849,31.33,6,11.46986961,11.23900986,11.71835995,0.717,38.91402715,61.08597285,77.50483704,82.88233948,High income: OECD,11.7,9.4,5775.461374,5.27E+11,47743.8,81.61,3.5,80.5854,364.54,7.14
BEL,Belgium,Europe & Central Asia,2012,9.088,9.236138337,8.486319346,20.76502732,19.22763062,20.19392967,18.28528023,0.971,0.085,38087.67038,59474.05533,48583.46685,0.915,0.900245476,0.926656108,0.836,9.1745,12.29837,3.986088037,80.2607,82.8279,77.6258,47.095,59.734,8.633879781,30.14,6,11.49960995,11.27208996,11.74353981,0.725,38.91402715,61.08597285,77.67395782,83.08895111,High income: OECD,11.5,9.8,5954.083891,4.98E+11,44826.4,80.72,3.5,80.3854,366.808,7.542
BEL,Belgium,Europe & Central Asia,2013,7.825,9.20319322,7.93469359,20.74235808,19.41551018,20.41900063,18.42922974,0.972,0.075,38322.16393,59624.69095,48783.26894,0.916,0.901910215,0.92836477,0.843,8.09488,11.92036,3.788840771,80.468,82.9203,77.9396,47.766,59.665,7.969432314,30.08,6,11.53950977,11.35048962,11.74153996,0.726,38.91402715,61.08597285,79.44149017,83.88217163,High income: OECD,11.3,9.8,6138.230816,5.21E+11,46680.4,82.1702,3.4,80.5878,368.541,8.425
BEL,Belgium,Europe & Central Asia,2014,7.448,8.632537731,8.410854293,20.30401737,19.69639015,20.6915493,18.72212029,0.971,0.068,38869.48609,60057.38393,49281.30405,0.921,0.906542718,0.933251605,0.843,9.27642,12.25388,3.702262878,81.0811,83.5112,78.5638,48.079,59.228,8.469055375,30.04,6,11.64029026,11.43642998,11.85797977,0.734,42.38095238,57.61904762,80.14611816,84.68382263,High income: OECD,11.2,9.3,6328.073006,5.31E+11,47355.3,85,3.3,81.2878,370.18,8.523
BEL,Belgium,Europe & Central Asia,2015,6.862,8.952519237,7.951740222,20.12987013,19.76292038,20.76375008,18.77927017,0.972,0.063,40052.26738,60336.96186,50027.9913,0.924,0.909634865,0.935833906,0.85,8.0071,12.25388,3.594240665,80.8898,83.1476,78.5564,48.006,58.885,8.008658009,29.32,5,11.89404011,11.73359966,12.06517982,0.738,42.38095238,57.61904762,82.18701935,86.67337799,High income: OECD,10.8,9.8,6523.786604,4.56E+11,40441.1,85.0529,3.2,80.9927,372.331,8.482
BEL,Belgium,Europe & Central Asia,2016,6.489,8.795878609,8.085200491,20.06472492,19.69990921,20.62254906,18.79297066,0.973,0.06,40294.79905,61048.5351,50509.14666,0.927,0.913689912,0.938584241,0.852,8.6933,12.03734,3.524961472,81.2661,83.6859,78.7833,47.766,58.713,8.090614887,29.39,5,11.98532009,11.82734013,12.15369034,0.741,42.38095238,57.61904762,82.62143707,87.10012054,High income: OECD,10.8,9.5,6725.5532,4.7E+11,41449.1,86.5165,3.1,81.439,374.221,7.83
BEL,Belgium,Europe & Central Asia,2017,6.075,8.708432095,7.601067298,22.12674544,19.77437973,20.72961998,18.8384304,0.973,0.057,40872.95839,61240.96511,50904.68909,0.931,0.917393455,0.942396697,0.86,7.68431,11.39067,3.728221893,81.3618,83.6504,79.0023,48.733,59.176,7.626208378,34.02,5,12.23692989,12.10628033,12.37462044,0.725,41.42857143,58.57142857,84.72241211,88.38186646,High income: OECD,10.5,9.6,6933.56,4.95E+11,43507.2,87.6797,3,81.439,375.666,7.086
BEL,Belgium,Europe & Central Asia,2018,5.717,8.72893627,7.649995799,22.40085745,19.5610199,20.55050087,18.59667015,0.974,0.053,41573.26678,61203.95536,51249.2268,0.933,0.919618673,0.943773865,0.861,8.18013,11.00229,3.767567396,81.4787,83.6824,79.2103,49.525,59.045,7.717041801,34.48,5,12.30630493,12.21284008,12.40471506,0.724,41.42857143,58.57142857,85.96636581,89.04353714,High income: OECD,21.9485,8.082,7148,5.32E+11,46556.1,88.6551,2.9,70.428,377.215,6.323
BEN,Benin,Sub-Saharan Africa,1990,125.025,0.126672794,11.99939241,1.949860724,5.29268,0,0,0,0.694,1468.675067,2819.910342,2133.210151,0.359,0,0,0.4415,11.73821662,18.18098242,11.429245,53.2918,56.0132,50.5915,57.185,88.886,12.40216429,4.04,572,1.458545852,0.768795793,2.34716362,0.352,7.228915663,92.77108434,4.289318296,14.37386938,Low income,46.029,14.68,43.04571572,1959970000,393.686,0,105.8,53.812,44.1513,6.582
BEN,Benin,Sub-Saharan Africa,1991,124.259,0.142388609,11.99939241,1.923076923,5.412683333,0,0,0,0.691,1482.94787,2855.578972,2158.402859,0.364,0,0,0.4415,11.73821662,18.18098242,11.429245,53.6238,56.3781,50.8935,57.159,88.849,12.40216429,3.86,564,1.534742616,0.834424702,2.4713715,0.357,7.228915663,92.77108434,4.699186488,15.14254626,Low income,45.745,14.272,44.37702652,1986440000,385.754,8.26723,103.6,54.366,45.6678,1.481
BEN,Benin,Sub-Saharan Africa,1992,122.479,0.147828042,11.99939241,1.89701897,5.532686667,0,0,0,0.689,1442.377608,2784.237199,2103.089444,0.369,0,0,0.4415,11.73821662,18.18098242,11.429245,54.089,56.7608,51.4311,57.145,88.77,12.40216429,4.1,557,1.61492002,0.900053611,2.59557938,0.362,7.228915663,92.77108434,5.109054681,15.91122314,Low income,45.432,13.94,45.74951187,1695320000,317.963,8.26723,101.5,54.776,47.2845,1.51
BEN,Benin,Sub-Saharan Africa,1993,127.359,0.173431927,11.99939241,2.133333333,5.65269,0,0,0,0.688,1521.561968,2876.89179,2189.507042,0.375,0,0,0.4415,11.73821662,18.18098242,11.429245,54.5366,56.9321,52.1234,57.864,87.82,12.40216429,4.05,552,1.69928602,0.96568252,2.71978726,0.367,7.228915663,92.77108434,5.518922874,16.67990001,Low income,45.093,13.683,47.16444523,2274560000,411.926,8.26723,99.4,55.042,48.9692,1.552
BEN,Benin,Sub-Saharan Africa,1994,124.946,0.192222211,11.99939241,1.842105263,5.772693333,0,0,0,0.684,1514.487667,2803.540913,2150.324695,0.38,0,0,0.4415,11.73821662,18.18098242,11.429245,54.9104,57.0802,52.7113,58.601,86.861,12.40216429,3.64,548,1.78365202,1.031311429,2.843995141,0.373,7.228915663,92.77108434,5.928791066,17.44857689,Low income,44.733,13.494,48.62313941,1598080000,279.667,8.26723,97.3,55.174,50.6759,1.286
BEN,Benin,Sub-Saharan Africa,1995,121.609,0.18922852,11.99939241,2.07253886,5.892696667,4.326,7.4808,0.74,0.68,1577.376637,2857.763899,2209.397795,0.386,0.32648957,0.441025228,0.4415,11.73821662,18.18098242,11.429245,55.2947,57.1401,53.3931,59.357,85.89,12.40216429,4.07,544,1.868018019,1.096940339,2.968203021,0.378,7.228915663,92.77108434,6.338659259,18.21725377,Low income,44.356,13.359,50.12694785,2169630000,367.387,8.26723,95.4,55.203,52.3728,1.206
BEN,Benin,Sub-Saharan Africa,1996,120.739,0.188833458,11.99939241,2.046035806,6.0127,4.4141,7.6331,0.739,0.677,1618.632917,2865.161497,2234.511198,0.391,0.33052634,0.446966364,0.4415,11.73821662,18.18098242,11.429245,55.5578,57.0849,53.9625,60.138,84.91,12.40216429,3.86,539,1.952384019,1.162569248,3.061358931,0.383,7.228915663,92.77108434,6.672272904,18.64623758,Low income,43.965,13.255,51.67726582,2361120000,387.433,0.0016931,93.6,55.17,54.0463,1.158
BEN,Benin,Sub-Saharan Africa,1997,117.66,0.190189217,11.99939241,2.01511335,6.132703333,4.5022,7.7855,0.744,0.673,1695.987536,2930.802526,2306.682939,0.397,0.337133056,0.452836281,0.4415,11.73821662,18.18098242,11.429245,55.978,57.5875,54.3038,60.942,83.914,12.40216429,4.07,533,2.036750019,1.228198157,3.154514841,0.389,7.228915663,92.77108434,7.00588655,19.07522139,Low income,43.564,13.155,53.27553178,2268300000,361.1,0.0246488,91.8,55.133,55.708,1.06
BEN,Benin,Sub-Saharan Africa,1998,120.879,0.172156782,11.99939241,1.741293532,6.252706667,4.5903,7.9378,0.751,0.672,1750.915994,2953.014598,2345.937443,0.402,0.342924523,0.456815893,0.4415,11.73821662,18.18098242,11.429245,56.2177,58.024,54.3572,61.767,82.899,12.40216429,3.7,530,2.121116018,1.293827066,3.247670752,0.395,7.228915663,92.77108434,7.339500195,19.50420521,Low income,43.161,13.036,54.92322864,2455090000,379.442,0.0478773,90,55.139,57.3809,0.976
BEN,Benin,Sub-Saharan Africa,1999,120.303,0.219369523,11.99939241,1.711491443,6.460440159,4.809579849,8.089389801,0.76,0.677,1821.665189,2998.04169,2404.362657,0.409,0.351041749,0.462096482,0.4415,11.73821662,18.18098242,11.429245,56.5256,58.3475,54.6536,62.617,81.862,12.40216429,3.54,525,2.205482018,1.359455975,3.340826662,0.402,6.024096386,93.97590361,7.67311384,19.93318902,Low income,42.76,12.884,56.62188519,2689790000,403.624,0.154907,88.2,55.218,59.0998,0.876
BEN,Benin,Sub-Saharan Africa,2000,117.261,0.214522358,11.99939241,1.923076923,6.7301898,5.085760117,8.35229969,0.768,0.673,1899.771648,3050.08555,2469.91732,0.416,0.359358169,0.467730178,0.4415,11.73821662,18.18098242,11.429245,56.5779,58.4279,54.6835,63.493,80.801,12.40216429,3.78,520,2.289848018,1.425084884,3.433982572,0.408,6.024096386,93.97590361,8.006727485,20.36217283,Low income,42.371,12.69,58.37307752,2569190000,374.192,0.225248,86.4,55.391,60.89,0.816
BEN,Benin,Sub-Saharan Africa,2001,117.756,0.238683585,11.99939241,2.102803738,7.39605999,5.651939869,9.11425972,0.774,0.671,1969.977392,3085.107528,2523.018686,0.428,0.37117646,0.479601008,0.4415,11.73821662,18.18098242,11.429245,56.6604,58.3488,54.9241,64.395,79.714,12.40216429,4.15,516,2.374214017,1.468212453,3.501566271,0.419,6.024096386,93.97590361,8.218333854,20.79115664,Low income,42.002,12.451,60.17843043,2680210000,378.736,0.363418,84.5,55.668,62.7592,0.713
BEN,Benin,Sub-Saharan Africa,2002,115.452,0.289237291,11.99939241,2.064220183,7.881559849,6.094339848,9.640190125,0.777,0.668,2024.919301,3091.088134,2554.028995,0.436,0.379178517,0.487882806,0.4415,11.73821662,18.18098242,11.429245,56.6064,58.0019,55.1576,65.327,78.602,12.40216429,4.13,511,2.458580017,1.511340022,3.569149971,0.427,6.024096386,93.97590361,8.429940224,21.22014046,Low income,41.654,12.18,62.039619,3054570000,418.699,0.702946,82.7,56.025,64.6984,0.69
BEN,Benin,Sub-Saharan Africa,2003,115.528,0.31832757,11.99939241,2.257336343,8.28660965,6.450250149,10.09208012,0.782,0.667,2043.438595,3087.186368,2561.774921,0.443,0.386559055,0.494429024,0.4415,11.73821662,18.18098242,11.429245,56.7378,58.1636,55.2627,65.784,78.117,12.40216429,4.48,510,2.520362516,1.554467591,3.636733671,0.433,6.024096386,93.97590361,8.641546593,21.64912427,Low income,41.326,11.891,63.9583701,3905370000,519.292,0.951327,80.9,56.436,66.6952,0.729
BEN,Benin,Sub-Saharan Africa,2004,114.768,0.334657892,11.99939241,2.222222222,8.676859856,6.869190216,10.45291042,0.787,0.657,2085.982371,3117.783777,2598.742731,0.45,0.394192868,0.501166623,0.4415,11.73821662,18.18098242,11.429245,56.8257,58.0497,55.5516,66.246,77.634,12.40216429,4.03,505,2.582145014,1.59759516,3.70431737,0.44,7.228915663,92.77108434,8.853152962,22.07810808,Low income,41.018,11.592,65.93646402,4521420000,583.409,1.18254,79.1,56.887,68.7301,0.769
BEN,Benin,Sub-Saharan Africa,2005,109.721,0.311905515,11.99939241,1.969365427,9.071244104,7.293191637,10.81755897,0.796,0.654,2079.470013,3076.157546,2574.887284,0.457,0.402747562,0.50612569,0.4415,11.73821662,18.18098242,11.429245,57.1252,58.5043,55.7031,66.712,77.153,12.40216429,3.66,500,2.643927513,1.640722729,3.77190107,0.448,7.228915663,92.77108434,9.064759331,22.5070919,Low income,40.726,11.293,67.97573611,4803700000,601.8,1.27103,77.5,57.355,70.7895,0.805
BEN,Benin,Sub-Saharan Africa,2006,105.206,0.407830353,11.99939241,2.586206897,9.465628351,7.717193059,11.18220752,0.803,0.65,2111.260306,3086.178767,2595.968923,0.464,0.411718064,0.51272871,0.4415,11.73821662,18.18098242,11.429245,57.4555,58.8357,56.0333,67.185,76.675,12.40216429,4.72,493,2.714795673,1.698851191,3.848617702,0.452,7.228915663,92.77108434,9.40027934,23.25441664,Low income,40.445,11.006,70.07807846,5142380000,625.83,1.53785,76,57.817,72.8707,0.783
BEN,Benin,Sub-Saharan Africa,2007,104.604,0.464943376,11.99939241,2.542372881,9.860012599,8.14119448,11.54685606,0.808,0.629,2188.171822,3156.140536,2669.77976,0.472,0.420542048,0.52029395,0.4415,11.73821662,18.18098242,11.429245,57.6752,58.9296,56.379,67.661,76.197,12.40216429,4.58,486,2.785663833,1.756979653,3.925334334,0.46,10.84337349,89.15662651,9.735799349,24.00174138,Low income,40.167,10.739,72.24544171,5969540000,706.053,1.79,74.6,58.255,74.9804,0.732
BEN,Benin,Sub-Saharan Africa,2008,101.052,0.450619248,11.99939241,2.5,10.25439685,8.565195901,11.91150461,0.817,0.626,2259.169,3215.224224,2735.152274,0.48,0.429873452,0.526434953,0.4415,11.73821662,18.18098242,11.429245,57.8689,59.2404,56.4622,68.141,75.717,12.40216429,4.77,480,2.856531993,1.815108116,4.002050965,0.468,10.84337349,89.15662651,10.07131936,24.74906612,Low income,39.884,10.497,74.47983682,7132790000,820.151,1.85,73.2,58.654,77.1277,0.788
BEN,Benin,Sub-Saharan Africa,2009,98.103,0.472290431,11.99939241,2.469135802,10.6487811,8.989197322,12.27615316,0.822,0.622,2259.559898,3174.046166,2715.078222,0.486,0.436647627,0.531009549,0.4415,11.73821662,18.18098242,11.429245,57.9557,59.3109,56.5683,68.623,75.236,12.40216429,4.78,471,2.927400153,1.873236578,4.078767597,0.474,10.84337349,89.15662651,10.40683937,25.49639086,Low income,39.59,10.282,76.78333692,7097200000,793.452,2.24,72,59.009,79.3252,0.967
BEN,Benin,Sub-Saharan Africa,2010,95.85,0.508671405,0,2.642276423,11.04316534,9.413198744,12.6408017,0.833,0.619,2339.866216,3042.24309,2689.895595,0.492,0.446082012,0.535499456,0,0,23.61438,38.31261444,58.3627,59.6804,57.0143,69.107,74.753,0,4.67,464,2.998268314,1.931365041,4.155484229,0.479,10.84337349,89.15662651,10.74235938,26.2437156,Low income,39.278,10.094,79.1580793,6970240000,757.696,3.13,70.8,59.318,81.5826,1.04
BEN,Benin,Sub-Saharan Africa,2011,93.653,0.473499632,37.35224857,2.404809619,11.43754959,9.837200165,13.00545025,0.856,0.626,2631.504927,2776.9676,2704.030136,0.499,0.45933715,0.536768985,0.311,44.79226,29.39195,37.87253571,58.4624,59.7333,57.1634,69.594,74.267,37.6753507,4.46,458,3.141821766,2.077623752,4.30526432,0.487,8.43373494,91.56626506,11.81564213,27.16768074,Low income,38.945,9.928,81.60626732,7814080000,825.94,4.14832,69.5,59.59,83.9024,2.646
BEN,Benin,Sub-Saharan Africa,2012,93.041,0.452501524,37.19981199,2.357563851,11.99856472,10.40517521,13.56188536,0.841,0.623,2403.402006,3085.271573,2743.557061,0.509,0.464194183,0.551740076,0.318,44.79226,29.39195,37.41522598,58.7159,59.7752,57.6275,69.626,74.16,37.52455796,4.45,450,3.285375219,2.223882464,4.455044411,0.497,8.43373494,91.56626506,12.88892489,28.09164587,Low income,38.591,9.775,84.1301725,8152550000,837.943,4.5,68.2,59.842,86.2828,2.735
BEN,Benin,Sub-Saharan Africa,2013,93.969,0.456390471,37.04775943,2.5,12.55957985,10.97315025,14.11832047,0.849,0.62,2507.515754,3215.927437,2861.120591,0.52,0.476776776,0.561371244,0.326,44.79226,29.39195,36.9590683,58.9654,60.213,57.6957,69.665,74.031,37.30769231,4.51,441,3.428928671,2.370141176,4.604824502,0.507,8.43373494,91.56626506,13.96220764,29.01561101,Low income,38.219,9.628,86.7321366,9157360000,915.316,4.9,67,60.092,88.7246,2.666
BEN,Benin,Sub-Saharan Africa,2014,95.483,0.466226571,36.82621354,2.290076336,12.56748962,11.06707954,14.04267025,0.852,0.618,2597.774544,3327.647906,2962.296501,0.524,0.481827658,0.565441238,0.33,43.65639,30.29266,36.52959061,59.1249,60.2653,57.9617,69.709,73.887,37.02290076,4.23,432,3.572482124,2.516399888,4.754604593,0.512,8.43373494,91.56626506,15.0354904,29.93957614,Low income,37.831,9.481,89.41457381,9707430000,943.675,6,65.7,60.345,91.2278,2.541
BEN,Benin,Sub-Saharan Africa,2015,95.516,0.503557505,36.6719955,2.268431002,12.80451012,11.41248989,14.17255974,0.861,0.622,2564.507506,3280.06665,2922.065347,0.529,0.488835438,0.568049538,0.334,43.65639,30.29266,36.06693649,59.3771,60.6819,58.0576,69.757,73.733,36.86200378,3.91,421,3.716035576,2.6626586,4.904384684,0.517,7.228915663,92.77108434,16.10877315,30.86354128,Low income,37.432,9.332,92.179973,8291160000,783.963,11.255,64.4,60.608,93.7917,2.463
BEN,Benin,Sub-Saharan Africa,2016,96.016,0.607088094,36.52607061,2.264150943,12.61454964,11.44209003,13.76360035,0.867,0.618,2578.057107,3292.94475,2935.45155,0.53,0.491813412,0.567195965,0.335,43.65639,30.29266,35.62916183,59.5394,60.7311,58.3321,69.798,73.604,36.79245283,3.72,408,3.863223294,2.825793317,5.039552083,0.518,7.228915663,92.77108434,17.34790955,31.75644876,Low income,37.027,9.18,95.0309,8573160000,788.549,11.994,63.2,60.885,96.4178,2.419
BEN,Benin,Sub-Saharan Africa,2017,95.546,0.620812267,36.9361084,2.075471698,12.15258217,11.05505514,13.22797537,0.871,0.615,2646.873582,3374.704145,3010.902854,0.53,0.493003234,0.565720889,0.333,43.69355,31.97436,35.14041519,59.8558,61.1986,58.5049,69.846,73.456,37.16981132,3.68,397,4.010411011,2.988928034,5.174719482,0.519,7.228915663,92.77108434,18.58704595,32.64935625,Low income,36.621,9.025,97.97,9246700000,827.43,20,61.9,61.174,99.1061,2.18
BEN,Benin,Sub-Saharan Africa,2018,95.481,0.631656265,36.76607717,2.075471698,11.6906147,10.66802025,12.69235039,0.851,0.613,2379.04777,3877.347237,3128.748762,0.53,0.486107403,0.571267113,0.334,43.69355,31.97436,34.6303215,60.1403,61.3536,58.9157,69.901,73.289,36.98113208,3.47,397,4.157598728,3.152062751,5.309886881,0.519,7.228915663,92.77108434,19.82618234,33.54226373,Low income,21.9485,8.082,101,10359000000,901.954,8.26723,60.5,70.428,101.854,2.125
BFA,Burkina Faso,Sub-Saharan Africa,1990,144.36,0.066119368,11.99939241,0,2.471770048,1.862085742,3.151331538,0,0,857.5307822,1179.571333,1015.912861,0,0,0,0.4415,11.73821662,18.18098242,11.429245,49.4401,50.4359,48.3831,79.45,88.908,12.40216429,3.32,702,0,0,0,0,10.80139373,89.19860627,0,0,Low income,47.417,17.005,50.29103421,3101300000,351.979,0,98.8,49.454,32.2041,6.582
BFA,Burkina Faso,Sub-Saharan Africa,1991,143.6,0.069230297,11.99939241,0,2.591730118,1.945546094,3.244584614,0,0,908.6647216,1253.479247,1078.192223,0,0,0,0.4415,11.73821662,18.18098242,11.429245,49.4502,50.4387,48.396,79.431,88.966,12.40216429,3.1,673,0,0,0,0,10.80139373,89.19860627,0,0,Low income,47.296,16.963,51.84642702,3135050000,346.411,8.26723,98.7,49.409,33.0778,2.439
BFA,Burkina Faso,Sub-Saharan Africa,1992,141.701,0.067785559,11.99939241,0,2.666199923,2.032747214,3.340597202,0,0,879.2869845,1229.305817,1051.290435,0,0,0,0.4415,11.73821662,18.18098242,11.429245,49.4373,50.42,48.3824,78.419,88.788,12.40216429,3.1,651,0,0,0,0,10.80139373,89.19860627,0,0,Low income,47.197,16.91,53.44992476,2240260000,240.963,8.26723,98.7,49.374,33.9807,2.411
BFA,Burkina Faso,Sub-Saharan Africa,1993,139.102,0.065589278,11.99939241,0,2.766360044,2.123856766,3.43945096,0,0,876.3296564,1242.319154,1056.124309,0,0,0,0.4415,11.73821662,18.18098242,11.429245,49.2089,50.2201,48.1202,77.371,88.607,12.40216429,3.18,633,0,0,0,0,10.80139373,89.19860627,0,0,Low income,47.109,16.843,55.10301522,2332020000,244.127,8.26723,98.6,49.36,34.914,2.568
BFA,Burkina Faso,Sub-Saharan Africa,1994,140.104,0.065690849,11.99939241,0,2.889139891,2.219049931,3.541229963,0,0,855.7946125,1230.819578,1039.992607,0,0,0,0.4415,11.73821662,18.18098242,11.429245,49.3069,50.4614,48.0705,76.288,88.423,12.40216429,2.86,617,0,0,0,0,10.80139373,89.19860627,0,0,Low income,47.026,16.75,56.80723219,1895290000,193.07,8.26723,98.1,49.38,35.8793,2.58
